pos index,depth index,current joint depth,current joint position,current joint effort,current torque offset
1,11,0.2064017753,0.0013742603,-0.0058612264,-0.0648636986
2,11,0.2064017753,0.0022005927,0.0416003623,-0.0648636986
3,11,0.2064043678,0.0030894793,0.0845541621,-0.0648636986
4,11,0.2064030715,0.0040189102,0.1212064978,-0.0268189045
5,11,0.2064069604,0.0049410045,0.1599829226,-0.0268189045
6,11,0.2064069604,0.0059318311,0.1927882971,-0.0268189045
7,11,0.2064069604,0.0069172518,0.2231627698,-0.0268189045
8,11,0.2064082567,0.0080239195,0.2442856549,-0.0268897075
9,11,0.2064108493,0.0091819433,0.2596262977,-0.0268897075
10,11,0.206409553,0.0103056009,0.2769730245,-0.0155140308
11,11,0.2064134419,0.011391031,0.2996535748,-0.0155140308
12,11,0.2064147382,0.0123308876,0.3359754967,-0.0154904298
13,11,0.2064160344,0.0133263478,0.3686156644,-0.0154904298
14,11,0.2064192752,0.0143411149,0.3980460975,-0.0154904298
15,11,0.206418627,0.0152944863,0.4322675314,-0.0060736353
16,11,0.2064199233,0.0162420656,0.4684242464,-0.0060736353
17,11,0.2064212196,0.0171830806,0.5042033456,-0.0060736353
18,11,0.2064225159,0.0181256402,0.541492908,0.006128076
19,11,0.2064238122,0.0190589325,0.5785464606,0.006128076
20,11,0.2064276362,0.0200285216,0.6110214213,0.006128076
21,11,0.2064289973,0.0209695366,0.6484525897,0.006128076
22,11,0.2064289973,0.0219862344,0.677363801,0.0070957165
23,11,0.2064328862,0.0229523482,0.7107119983,0.0070957165
24,11,0.2064341825,0.0238717396,0.7499132409,0.0070957165
25,11,0.2064387195,0.0247768439,0.7891616854,0.0149548458
26,11,0.2064432565,0.0257051164,0.8267816617,0.0149548458
27,11,0.2064468861,0.0266665966,0.8620179381,0.0149548458
28,11,0.2064504509,0.0275543248,0.9051605458,0.0014786812
29,11,0.2064555065,0.0285080823,0.9403260193,0.0014786812
30,11,0.2064611453,0.0294158895,0.9789608381,0.0136567914
30,11,0.2064679509,0.0300337081,0.9202415777,0.0136567914
29,11,0.2064691823,0.029323989,0.8581709769,-0.0947189495
28,11,0.2064691823,0.0286050026,0.7992393077,-0.1188863622
27,11,0.2064665898,0.0278327293,0.7461842847,-0.1188863622
26,11,0.2064665898,0.0270145057,0.6967874149,-0.1188863622
25,11,0.2064665898,0.0261881733,0.6503878707,-0.1382391731
24,11,0.2064665898,0.0252977422,0.6090389382,-0.1382391731
23,11,0.2064665898,0.0244115586,0.5660851384,-0.1382391731
22,11,0.206467886,0.0235562659,0.5220220922,-0.136162286
21,11,0.2064665898,0.022689003,0.4792807013,-0.136162286
20,11,0.2064652935,0.0218001165,0.4365865124,-0.136162286
19,11,0.2064639972,0.0208525372,0.4009962211,-0.1519513476
18,11,0.2064601083,0.0198841065,0.3668455902,-0.1519513476
17,11,0.2064601083,0.0189596953,0.3283995793,-0.1519513476
16,11,0.206457775,0.0180785315,0.2851389667,-0.1519513476
15,11,0.2064562194,0.0171351997,0.2493598675,-0.1563175305
14,11,0.2064523306,0.0161887788,0.2132739555,-0.1563175305
13,11,0.2064507102,0.0152585756,0.1763384079,-0.1563175305
12,11,0.2064481176,0.0142862835,0.1431318165,-0.1684720398
11,11,0.2064445528,0.0132217048,0.1189644039,-0.1684720398
10,11,0.2064436454,0.0120181169,0.1078719391,-0.1684720398
9,11,0.2064030715,0.0108195488,0.0958118338,-0.172437006
8,11,0.2063954234,0.0096754259,0.0800699742,-0.1753871296
7,11,0.2063927012,0.0085830453,0.0586166753,-0.1753871296
6,11,0.2063927012,0.0078752568,-0.0019906642,-0.1753871296
5,11,0.2063939975,0.0069473705,-0.040672685,-0.1435021936
4,11,0.206391016,0.0059920684,-0.0761685723,-0.1435021936
3,11,0.2063892661,0.0048556683,-0.0922880477,-0.1435021936
2,11,0.2063898494,0.0041644837,-0.1537686237,-0.1435021936
1,11,0.2063901086,0.003283706,-0.1975248571,-0.1435021936
0,11,0.2063893957,0.0023801463,-0.2364900898,-0.0924060526
-1,11,0.2063859605,0.0014414481,-0.2745584849,-0.1435021936
-2,11,0.2063816179,0.0007236201,-0.3328057255,-0.1435021936
-3,11,0.2063771457,-0.0003170182,-0.3612685181,-0.2007109906
-4,11,0.2063771457,-0.0011862118,-0.4048359436,-0.2007109906
-5,11,0.2063771457,-0.0020897715,-0.4456656543,-0.2007109906
-6,11,0.2063777291,-0.0030489349,-0.4801939011,-0.2007109906
-7,11,0.206378442,-0.0041725926,-0.4972574161,-0.2074136715
-8,11,0.2063781828,-0.0052116863,-0.5248469721,-0.2074136715
-9,11,0.206378442,-0.005860782,-0.590788135,-0.2074136715
0,11,0.2063719606,0.0009668862,-0.0971498514,-0.0732184487
1,11,0.2063719606,0.0004301562,-0.1739474692,-0.0732184487
2,11,0.2063717013,-0.0002915332,-0.2315810841,-0.0732184487
3,11,0.2063706643,-0.0010889053,-0.2823940132,-0.0732184487
4,11,0.2063706643,-0.0019233466,-0.3314368681,-0.0732184487
5,11,0.2063706643,-0.0028180252,-0.3733758254,-0.0732184487
6,11,0.2063521273,-0.0038640694,-0.3983456716,-0.0732184487
7,11,0.2063744235,-0.0045038978,-0.4653960811,-0.1487416131
8,11,0.2063823309,-0.0053055175,-0.5159021973,-0.1487416131
9,11,0.2063874512,-0.006160424,-0.5600124455,-0.1487416131
10,11,0.2063888124,-0.0070041326,-0.6074504332,-0.1704545229
11,11,0.2063939975,-0.0078922469,-0.6492241835,-0.1704545229
12,11,0.2063952938,-0.0087923314,-0.6911395398,-0.1704545229
13,11,0.2063991827,-0.0096924159,-0.731166817,-0.1704545229
14,11,0.2064043678,-0.0106040845,-0.771524508,-0.1994837392
15,11,0.2064056641,-0.0115010799,-0.8120946079,-0.1994837392
16,11,0.206409553,-0.0124590849,-0.8459620269,-0.1994837392
17,11,0.2064121456,-0.0133363874,-0.8901430781,-0.2023394589
18,11,0.2064150622,-0.014194383,-0.9342061244,-0.2023394589
19,11,0.2064160344,-0.0150693687,-0.9778915548,-0.2112842337
20,12,0.2164911892,-0.015697613,-0.9194319053,-0.0754133406
19,12,0.2164920966,-0.0150728439,-0.8537031513,-0.0754133406
18,12,0.2164882077,-0.0146639252,-0.7701084486,-0.0590578553
17,12,0.2164867818,-0.0142662044,-0.686395741,-0.0590578553
16,12,0.2164918374,-0.0133483576,-0.6550300268,-0.0590578553
15,12,0.2164933929,-0.0127185688,-0.5936202537,-0.0590578553
14,12,0.2164935225,-0.0117207917,-0.5681311857,-0.066043748
13,12,0.2164933929,-0.010927667,-0.5234073118,-0.066043748
12,12,0.2164933929,-0.0101009485,-0.4831440247,-0.066043748
11,12,0.2164946892,-0.0092904476,-0.4387033626,-0.0646276887
10,12,0.2164972818,-0.0084486698,-0.3994077161,-0.0646276887
9,12,0.2164998744,-0.0076146146,-0.3575395618,-0.0646276887
8,12,0.2165011706,-0.0067724506,-0.3178426985,-0.0815023958
7,12,0.2165011706,-0.0059553855,-0.2739684602,-0.0815023958
6,12,0.2165011706,-0.0051777063,-0.227545315,-0.0815023958
5,12,0.2165011706,-0.0043386313,-0.1882260675,-0.0815023958
4,12,0.2165011706,-0.0034852693,-0.1497328546,-0.0815023958
3,12,0.2165037632,-0.0025867294,-0.115086603,-0.1407172769
2,12,0.2165037632,-0.0016766053,-0.083060061,-0.0815023958
1,12,0.2165102447,-0.0008027781,-0.044802858,-0.0815023958
0,12,0.216511541,6.4871e-05,-0.006687261,-0.0636128462
0,12,0.2165141335,7.45243722362665e-05,-0.00881135,-0.0636128462
1,12,0.2165141335,0.0009433318,0.0297290649,-0.0636128462
2,12,0.2165180224,0.0017630999,0.0724468548,-0.0636128462
3,12,0.2165180224,0.0025917492,0.1149522358,-0.0636128462
4,12,0.2165193187,0.0034678932,0.1493388766,-0.0636128462
5,12,0.2165232076,0.0043807202,0.184575153,-0.0262760818
6,12,0.2165245039,0.0051943101,0.2262072974,-0.0262760818
7,12,0.2165270964,0.006239582,0.2471649755,-0.0262760818
8,12,0.2165309853,0.0071605179,0.278153074,-0.0290137965
9,12,0.2165361705,0.008096127,0.3102032169,-0.0290137965
10,12,0.2165387631,0.0090359836,0.3393268372,-0.0290137965
11,12,0.2165413556,0.0099156029,0.3766163996,-0.0290137965
12,12,0.2165439482,0.0108658852,0.4049139853,-0.0119266805
13,12,0.2165478371,0.0117536133,0.4399850548,-0.0119266805
14,12,0.2165525037,0.012654084,0.4742772916,-0.0119266805
15,12,0.216556263,0.0136167226,0.501040813,-0.0170716961
16,12,0.2165640407,0.0145948067,0.528842778,-0.0170716961
17,12,0.2165672814,0.0155157426,0.5601848912,-0.0069704728
18,12,0.2165724666,0.0164517378,0.5893557135,-0.0069704728
19,12,0.2165750592,0.0173784658,0.6224679009,-0.0069704728
20,12,0.216577911,0.0183117581,0.6527715706,0.0058684651
21,12,0.2165841332,0.0191832685,0.690202739,0.0058684651
22,12,0.2165946331,0.0201045905,0.7219460691,0.0058684651
23,12,0.2165970961,0.0210988923,0.7463494916,0.008275766
24,12,0.2165996887,0.0220603726,0.7740098506,0.008275766
25,12,0.2166022813,0.0229909619,0.8055643727,0.008275766
26,12,0.2166081794,0.0238566803,0.8422167084,0.008275766
27,12,0.216610059,0.0247359134,0.8794826699,0.0164181071
28,12,0.2166161516,0.0256035624,0.9170082422,0.0164181071
29,12,0.2166214015,0.0265430329,0.9475715229,0.0164181071
30,12,0.2166262626,0.0273790187,0.987575199,0.0045704107
30,12,0.2166336515,0.0279976096,0.9283839189,-0.1195471899
29,12,0.2166333922,0.027345811,0.8669269438,-0.1195471899
28,12,0.2166346885,0.0266901509,0.8081132795,-0.1367995127
27,12,0.2166320959,0.02596962,0.7562383059,-0.1367995127
26,12,0.2166320959,0.025127456,0.7165650436,-0.1367995127
25,12,0.2166333922,0.0243188858,0.6741068646,-0.1337313842
24,12,0.2166320959,0.0235079989,0.6302326262,-0.1337313842
23,12,0.2166295034,0.0227106267,0.5871844225,-0.1337313842
22,12,0.2166307996,0.0218549479,0.5470391404,-0.1337313842
21,12,0.2166295034,0.0209749425,0.5125344946,-0.1502756774
20,12,0.2166256145,0.0200486007,0.4815227952,-0.1502756774
19,12,0.2166243182,0.0191601003,0.4447996565,-0.1502756774
18,12,0.2166217256,0.0182943819,0.4082417247,-0.1502756774
17,12,0.216619133,0.0173985449,0.3731706552,-0.155420693
16,12,0.2166165405,0.0164571438,0.3429141875,-0.155420693
15,12,0.2166126516,0.0155304158,0.31194969,-0.155420693
14,12,0.216610059,0.0146033017,0.2814808134,-0.1696756903
13,12,0.216610059,0.0136835242,0.2476605963,-0.1696756903
12,12,0.2166085035,0.0127579547,0.2160588722,-0.1696756903
11,12,0.2166061701,0.0118756325,0.1811058076,-0.1734754495
10,12,0.2166022813,0.0109658945,0.1469315757,-0.1734754495
9,12,0.2165996887,0.0100696714,0.1120021122,-0.1734754495
8,12,0.216534939,0.0090552904,0.0909736311,-0.176567179
7,12,0.2165235965,0.0081123447,0.0590414931,-0.176567179
6,12,0.2165219113,0.0073130419,0.0153560626,-0.176567179
5,12,0.216520615,0.0064249276,-0.0205646424,-0.1428413659
4,12,0.2165176335,0.0054839126,-0.0509155142,-0.1428413659
3,12,0.2165154298,0.0045208878,-0.0774666267,-0.1428413659
2,12,0.2165159483,0.0036451299,-0.1158182336,-0.1428413659
1,12,0.2165123187,0.0027859759,-0.1545710574,-0.0939165159
0,12,0.2165071336,0.0021164149,-0.2090185387,-0.1428413659
-1,12,0.2165076521,0.0013032112,-0.2545684473,-0.1428413659
-2,12,0.2165050595,0.000579205,-0.306207411,-0.1428413659
-3,12,0.2165050595,-0.000265662,-0.3458334713,-0.2010650055
-4,12,0.2165050595,-0.0010974003,-0.3879848375,-0.2010650055
-5,12,0.2165050595,-0.0019747028,-0.4235279268,-0.2010650055
-6,12,0.2165050595,-0.00286552,-0.4594958338,-0.2010650055
-7,12,0.2165038928,-0.0037590402,-0.4950625241,-0.2010650055
-8,12,0.2165037632,-0.0046656891,-0.527159869,-0.2076024794
-9,12,0.2165037632,-0.005521754,-0.5665027175,-0.2076024794
0,12,0.2164830226,0.0006023732,-0.0611819443,-0.0763573802
1,12,0.2164830226,0.0001061876,-0.1356194633,-0.0763573802
2,12,0.2164843189,-0.0005645318,-0.1921438317,-0.0763573802
3,12,0.2164856152,-0.0012375679,-0.2479601704,-0.0763573802
4,12,0.2164882077,-0.0018928418,-0.3066322288,-0.0763573802
5,12,0.2164869115,-0.0025361455,-0.3686320266,-0.0763573802
6,12,0.2164882726,-0.0033925966,-0.4058979881,-0.0763573802
7,12,0.2164882077,-0.0042312853,-0.4480965562,-0.1504172833
8,12,0.2164882077,-0.0050429446,-0.4891622769,-0.1504172833
9,12,0.2164882077,-0.0058283465,-0.5359630378,-0.1504172833
10,12,0.2164901522,-0.0066361444,-0.580309296,-0.1504172833
11,12,0.2164908003,-0.00747715,-0.6203837751,-0.1736170554
12,12,0.216490217,-0.0083795513,-0.6538971793,-0.1736170554
13,12,0.2164908003,-0.0092182401,-0.6935704417,-0.1736170554
14,12,0.2164908003,-0.0100839585,-0.7309544081,-0.1984216947
15,12,0.2164908003,-0.0109485184,-0.7697308328,-0.1984216947
16,12,0.2164908003,-0.0118254347,-0.8064775725,-0.1984216947
17,12,0.216489504,-0.0127201133,-0.8397785678,-0.1984216947
18,12,0.2164920966,-0.0135657526,-0.8803250668,-0.2030946905
19,12,0.2164920966,-0.0144028968,-0.9221696201,-0.2030946905
20,12,0.2164908003,-0.0152292292,-0.9621260943,-0.2124406821
24,13,0.2268949535,-0.0191160807,-0.9332384838,-0.0876858548
23,13,0.2268935276,-0.0184708464,-0.8767613174,-0.0876858548
22,13,0.226890935,-0.0178310179,-0.8222902351,-0.076758597
21,13,0.2268896387,-0.017110487,-0.7763391097,-0.076758597
20,13,0.2268896387,-0.0163308771,-0.7363826355,-0.076758597
19,13,0.2268857498,-0.0155887224,-0.692862412,-0.076758597
18,13,0.2268857498,-0.0148508153,-0.6476665183,-0.0602379048
17,13,0.226881861,-0.0141480466,-0.599473299,-0.0602379048
16,13,0.2268805647,-0.0133970109,-0.5559766764,-0.0602379048
15,13,0.2268779721,-0.0126378662,-0.5137545073,-0.0602379048
14,13,0.2268753795,-0.0118080586,-0.47825862,-0.0629048165
13,13,0.2268727869,-0.0110187953,-0.4392225844,-0.0629048165
12,13,0.226868574,-0.0102658288,-0.3962451836,-0.0629048165
11,13,0.2268650092,-0.0093854373,-0.3649502723,-0.0633768363
10,13,0.2268650092,-0.0086703122,-0.3170638659,-0.0633768363
9,13,0.2268611203,-0.0078532471,-0.2805059341,-0.0633768363
8,13,0.2268624166,-0.007050469,-0.2427915538,-0.0826116422
7,13,0.2268624166,-0.0062627502,-0.2026462717,-0.0826116422
6,13,0.2268624166,-0.0055028333,-0.1611321323,-0.0826116422
5,13,0.2268611203,-0.0048359753,-0.1097291785,-0.0826116422
4,13,0.2268628703,-0.0039270097,-0.0822104254,-0.0826116422
3,13,0.2268624166,-0.0032856367,-0.0267245005,-0.0826116422
2,13,0.2268624166,-0.0023434633,-0.0030055067,-0.1412837006
1,13,0.2268650092,-0.0013642208,0.0177397625,-0.0826116422
0,13,0.2268650092,-0.0006402146,0.0640685037,-0.0826116422
0,13,0.2268650092,-0.000627472,0.0635964839,-0.0826116422
1,13,0.2268663055,0.0001818704,0.0999892088,-0.0647692946
2,13,0.2268663055,0.0009379259,0.1431082155,-0.0647692946
3,13,0.2268663055,0.001675833,0.1863216262,-0.0647692946
4,13,0.2268663055,0.0025029377,0.2230211639,-0.0647692946
5,13,0.2268688981,0.0033848738,0.2543632771,-0.0647692946
6,13,0.2268701944,0.0043127602,0.2777046552,-0.02575686
7,13,0.2268714906,0.0052452802,0.3047513884,-0.02575686
8,13,0.2268701944,0.0062094634,0.3256146626,-0.02575686
9,13,0.2268727869,0.0071674684,0.3485548238,-0.0284945747
10,13,0.2268766758,0.0081173645,0.371542187,-0.0284945747
11,13,0.2268766758,0.0089892611,0.4037575368,-0.0284945747
12,13,0.2268805647,0.009879306,0.4327631522,-0.0284945747
13,13,0.2268805647,0.0107654896,0.4616743636,-0.0147115972
14,13,0.2268831573,0.0116308218,0.4938189104,-0.0147115972
15,13,0.2268857498,0.0125498271,0.5192371755,-0.019360992
16,13,0.2268883424,0.0134309909,0.550012865,-0.019360992
17,13,0.2268870461,0.0143345506,0.5780036378,-0.019360992
18,13,0.2268883424,0.0152396549,0.60526278,-0.0080797193
19,13,0.2268870461,0.0161428285,0.6332771538,-0.0080797193
20,13,0.2268883424,0.0169915569,0.6660353264,-0.0080797193
21,13,0.226890935,0.0178549584,0.6974954446,-0.0080797193
22,13,0.2268948239,0.0187199045,0.7293567796,0.006104475
23,13,0.2268978053,0.019498356,0.7692896528,0.006104475
24,13,0.2269013053,0.0203802921,0.7989088938,0.006104475
25,13,0.2269064905,0.0212471688,0.8317850714,0.0085825788
26,13,0.2269116756,0.0221430058,0.8616875243,0.0085825788
27,13,0.2269170552,0.0230083381,0.8928880316,0.0085825788
28,13,0.2269194534,0.0237790668,0.9349449938,0.0085825788
29,13,0.2269246385,0.0245980626,0.9716917335,0.0166069151
29,13,0.2269285274,0.0251201194,0.9215868341,0.0166069151
28,13,0.2269285274,0.0245196769,0.8598938491,-0.1354542564
27,13,0.2269272311,0.0238860266,0.8061307964,-0.1327637436
26,13,0.2269272311,0.0232353864,0.7521789358,-0.1327637436
25,13,0.2269246385,0.0225542414,0.7025932582,-0.1327637436
24,13,0.2269259348,0.0218163342,0.6578457832,-0.1327637436
23,13,0.2269243793,0.0210062196,0.6216654673,-0.1327637436
22,13,0.2269232126,0.0201470655,0.5886712848,-0.1495440467
21,13,0.226922046,0.0197420082,0.5114252482,-0.1495440467
20,13,0.2269194534,0.0188156664,0.4864318009,-0.1495440467
19,13,0.2269181571,0.0180553633,0.44369041,-0.1495440467
18,13,0.2269168608,0.0172116548,0.4100826019,-0.1539338307
17,13,0.2269142682,0.0163783719,0.373619074,-0.1539338307
16,13,0.2269118053,0.0155636236,0.337438758,-0.1539338307
15,13,0.2269038979,0.0147110339,0.3042557677,-0.1662299459
14,13,0.2269038979,0.0138576719,0.2723472307,-0.1662299459
13,13,0.2269005275,0.0129124094,0.2487934438,-0.1662299459
12,13,0.226900009,0.0120532553,0.2161768771,-0.1730506317
11,13,0.2268961202,0.0111666856,0.186793646,-0.1730506317
10,13,0.2268931387,0.0102870663,0.1555695377,-0.1730506317
9,13,0.226890935,0.0093985659,0.1267999322,-0.1752927256
8,13,0.2268870461,0.0085328476,0.095292612,-0.1752927256
7,13,0.2268870461,0.0075736841,0.072069239,-0.1752927256
6,13,0.2268844535,0.0067106687,0.0396650812,-0.1432897847
5,13,0.226881861,0.0058731384,0.0047120167,-0.1432897847
4,13,0.2268805647,0.0049529747,-0.021603086,-0.1432897847
3,13,0.2268779073,0.0041231671,-0.0571225742,-0.1432897847
2,13,0.2268766758,0.0032431617,-0.0881106726,-0.1432897847
1,13,0.2268766758,0.0024094927,-0.123488555,-0.0911079982
0,13,0.2268766758,0.0016140512,-0.1611557333,-0.1432897847
-1,13,0.2268766758,0.0008398472,-0.202150651,-0.1432897847
-2,13,0.2268766758,3.6683e-05,-0.2413518935,-0.1432897847
-3,13,0.2268766758,-0.0007981444,-0.2755497264,-0.2006637887
-4,13,0.2268740832,-0.001627566,-0.3102195791,-0.2006637887
-5,13,0.2268753795,-0.0024944427,-0.3438981903,-0.2006637887
-6,13,0.2268730462,-0.0033377651,-0.3775295994,-0.2006637887
-7,13,0.2268727869,-0.0042270378,-0.4067476237,-0.2104109971
-8,13,0.2268727869,-0.0050661128,-0.4433055555,-0.2104109971
-9,13,0.2268727869,-0.005832594,-0.4827192069,-0.2104109971
0,13,0.2268883424,0.0002780184,-0.027786545,-0.0736904684
1,13,0.2268883424,-0.0003316914,-0.0848301352,-0.0736904684
2,13,0.2268896387,-0.0009885098,-0.1386639909,-0.0736904684
3,13,0.2268870461,-0.0016526648,-0.189335314,-0.0736904684
4,13,0.2268870461,-0.0022229887,-0.2504618752,-0.0736904684
5,13,0.2268870461,-0.0029883115,-0.2939348968,-0.0736904684
6,13,0.2268844535,-0.0038617526,-0.3237429457,-0.0736904684
7,13,0.2268849072,-0.0046440654,-0.3659415139,-0.1486708101
8,13,0.226881861,-0.0054117051,-0.4068420276,-0.1486708101
9,13,0.226881861,-0.0062148693,-0.4445328069,-0.1486708101
10,13,0.2268831573,-0.0069103014,-0.4936228638,-0.1486708101
11,13,0.2268831573,-0.0078038216,-0.5226992821,-0.1724842079
12,13,0.226881861,-0.0086567974,-0.5563070903,-0.1724842079
13,13,0.226881861,-0.0094769516,-0.5910477459,-0.1724842079
14,13,0.2268831573,-0.0102994227,-0.6282665054,-0.1986813056
15,13,0.2268844535,-0.0111516263,-0.6612134859,-0.1986813056
16,13,0.2268857498,-0.0119934042,-0.6966857722,-0.1986813056
17,13,0.2268883424,-0.01282939,-0.7299395655,-0.2033543014
18,13,0.2268870461,-0.0136476135,-0.7670875221,-0.2033543014
19,13,0.2268886665,-0.0144179561,-0.8068787893,-0.2033543014
20,13,0.2268883424,-0.0152404272,-0.843601928,-0.2118742584
21,13,0.226890935,-0.0159949382,-0.8863433189,-0.2118742584
22,13,0.2268896387,-0.0168683793,-0.9186058707,-0.2118742584
23,13,0.2268922313,-0.0178541861,-0.9377698737,-0.2118742584
24,13,0.2268923609,-0.0186025189,-0.9813372992,-0.2316046851
