position index,depth index,current depth,current joint position,current torque offset
0,0,0.15989737150000002,0.0,0.14097242488659692
1,0,0.090026044210000031,-0.0027925268031909274,0.092047574915427338
2,0,0.090020859050000013,-0.0055850536063818549,0.10481570990549145
3,0,0.090020859050000013,-0.0083775804095727845,0.098608649827142111
4,0,0.090018266470000011,-0.01117010721276371,0.095398915337957954
5,0,0.090016970180000003,-0.013962634015954637,0.092779205571050141
6,0,0.090018266470000011,-0.016755160819145569,0.087067766259413176
7,0,0.090018266470000011,-0.019547687622336492,0.086359736592681396
8,0,0.090015673889999995,-0.022340214425527419,0.082748785292348942
9,0,0.090016970180000003,-0.025132741228718343,0.079208636958689821
10,0,0.090015673889999995,-0.027925268031909273,0.075267271813882736
11,0,0.090014377599999987,-0.030717794835100187,0.076470922247326767
12,0,0.090014377599999987,-0.033510321638291138,0.077462163780751256
13,0,0.090014377599999987,-0.036302848441482051,0.075503281702793065
14,0,0.090016970180000003,-0.039095375244672985,0.071609118535768262
15,0,0.090014377599999987,-0.041887902047863933,0.073426394680379981
16,0,0.090014377599999987,-0.044680428851054839,0.072765566991430455
17,0,0.090015673889999995,-0.04747295565424578,0.067903763279871604
18,0,0.090014377599999987,-0.050265482457436686,0.072081138313589588
19,0,0.090015673889999995,-0.053058009260627634,0.066841718779774073
20,0,0.090015673889999995,-0.055850536063818547,0.061507895290394098
21,0,0.090013081309999979,-0.058643062867009467,0.067974566246544812
22,0,0.090015673889999995,-0.061435589670200373,0.067030526690902356
23,0,0.090015673889999995,-0.064228116473391328,0.066888920757555773
24,0,0.090015673889999995,-0.067020643276582276,0.062522737812709742
25,0,0.090013081309999979,-0.069813170079773196,0.062428333857145538
26,0,0.090014377599999987,-0.072605696882964102,0.066298896035279539
27,0,0.090011785019999985,-0.075398223686155036,0.063183565501659586
28,0,0.090015673889999995,-0.078190750489345998,0.06285315165718483
29,0,0.090013081309999979,-0.080983277292536945,0.060493052768078481
30,0,0.090013081309999979,-0.083775804095727879,0.058911786512377419
31,0,0.090013081309999979,-0.086568330898918758,0.060611057712534132
32,0,0.090013081309999979,-0.089360857702109719,0.065590866368547537
33,0,0.090014377599999987,-0.092153384505300653,0.063348772423897054
34,0,0.090014377599999987,-0.094945911308491601,0.061177481445919349
35,0,0.090014377599999987,-0.097738438111682563,0.066062886146368988
36,0,0.090014377599999987,-0.10053096491487352,0.064458018901776909
36,0,0.090014377599999987,-0.10332349171806436,0.064245610001757159
35,0,0.090014377599999987,-0.10332349171806436,0.064009600112846593
34,0,0.090013081309999979,-0.10053096491487352,0.1016295764051981
33,0,0.090011785019999985,-0.097738438111682563,0.11675781028436834
32,0,0.090013081309999979,-0.094945911308491601,0.12138360410701618
31,0,0.090011785019999985,-0.092153384505300653,0.12954954626332321
30,0,0.090013081309999979,-0.089360857702109719,0.13356171437480366
29,0,0.090013081309999979,-0.086568330898918758,0.13832911413079796
28,0,0.090013081309999979,-0.083775804095727879,0.13238166493025055
27,0,0.090013081309999979,-0.080983277292536945,0.135190182608287
26,0,0.090013081309999979,-0.078190750489345998,0.14503179497585958
25,0,0.090013081309999979,-0.075398223686155036,0.14307291289790125
24,0,0.090011785019999985,-0.072605696882964102,0.14684907112047124
23,0,0.090012951680999972,-0.069813170079773196,0.1477931106761135
22,0,0.090011785019999985,-0.067020643276582276,0.14736829287607467
21,0,0.090012627608499984,-0.064228116473391328,0.14911476605401286
20,0,0.090011785019999985,-0.061435589670200373,0.15168727384313885
19,0,0.090011785019999985,-0.058643062867009467,0.15192328373204908
18,0,0.090011785019999985,-0.055850536063818547,0.1478639136427867
17,0,0.090013081309999979,-0.053058009260627634,0.14533860783144306
16,0,0.090010488729999977,-0.050265482457436686,0.1522536975765244
15,0,0.090010488729999977,-0.04747295565424578,0.15057802736525877
14,0,0.090010488729999977,-0.044680428851054839,0.15487340734343186
13,0,0.090010488729999977,-0.041887902047863933,0.15138046098755481
12,0,0.090013081309999979,-0.039095375244672985,0.14873715023175604
11,0,0.090013081309999979,-0.036302848441482051,0.15267851537656357
10,0,0.090013081309999979,-0.033510321638291138,0.15661988052137049
9,0,0.090010488729999977,-0.030717794835100187,0.15617146173244045
8,0,0.090010488729999977,-0.027925268031909273,0.1548970083323232
7,0,0.090011785019999985,-0.025132741228718343,0.15381136284333394
6,0,0.090013081309999979,-0.022340214425527419,0.154047372732245
5,0,0.090013081309999979,-0.019547687622336496,0.15371695888777015
4,0,0.090013081309999979,-0.016755160819145572,0.15218289460985113
3,0,0.090013081309999979,-0.013962634015954651,0.15624226469911354
2,0,0.090013081309999979,-0.011170107212763711,0.15725710722142913
1,0,0.090010488729999977,-0.0083775804095727879,0.15921598929938727
0,0,0.090011785019999985,-0.0055850536063818635,0.16023083182170256
-1,0,0.090010488729999977,-0.0027925268031909335,0.16372377817758019
-1,0,0.090010488729999977,-6.0715321659188248e-18,0.16787755222240669
-1,0,0.090010488729999977,0.0,0.16469141872211365
-2,0,0.090013081309999979,0.0,0.16565905926664701
-3,0,0.090010488729999977,-0.0027925268031909274,0.13337290646367536
-4,0,0.090010488729999977,-0.0055850536063818549,0.12025075664024534
-5,0,0.090010488729999977,-0.0083775804095727845,0.11446851436193542
-6,0,0.090013081309999979,-0.01117010721276371,0.1051461237499661
-7,0,0.090010488729999977,-0.013962634015954637,0.1021015961830192
-8,0,0.090010488729999977,-0.016755160819145569,0.093298427326653624
-9,0,0.090010488729999977,-0.019547687622336492,0.09374684611558351
-10,0,0.090010488729999977,-0.022340214425527419,0.089498668115192276
0,1,0.090010488729999977,-0.025132741228718343,0.086666549448265101
1,1,0.099930996100000058,-0.0027925268031909274,0.1511916530764264
2,1,0.099932292390000052,-0.0055850536063818549,0.12829869385209719
3,1,0.099936181259999979,-0.0083775804095727845,0.11798506170670353
4,1,0.099936181259999979,-0.01117010721276371,0.10859186812806106
5,1,0.099936181259999979,-0.013962634015954637,0.10403687727208639
6,1,0.099937477549999987,-0.016755160819145569,0.095446117315740001
7,1,0.099937477549999987,-0.019547687622336492,0.091764363048734393
8,1,0.099938773839999981,-0.022340214425527419,0.087398180103888362
9,1,0.099937477549999987,-0.025132741228718343,0.083338810014625495
10,1,0.099937477549999987,-0.027925268031909273,0.077344158836295931
11,1,0.099940070129999989,-0.030717794835100187,0.078595011247522023
12,1,0.099940070129999989,-0.033510321638291138,0.077768976636334974
13,1,0.099940070129999989,-0.036302848441482051,0.076872139058474898
14,1,0.099940070129999989,-0.039095375244672985,0.073473596658162138
15,1,0.099938773839999981,-0.041887902047863933,0.072977975891449789
16,1,0.099940070129999989,-0.044680428851054839,0.072128340291371745
17,1,0.099941366419999983,-0.04747295565424578,0.069485029535572576
18,1,0.099938773839999981,-0.050265482457436686,0.070853886891254186
19,1,0.099938773839999981,-0.053058009260627634,0.070216660191195601
20,1,0.099938773839999981,-0.055850536063818547,0.065095245601835411
21,1,0.099940070129999989,-0.058643062867009467,0.065897679224131506
22,1,0.099941366419999983,-0.061435589670200373,0.064104004068410797
23,1,0.099941366419999983,-0.064228116473391328,0.06797456624654491
24,1,0.099938773839999981,-0.067020643276582276,0.061909112101542263
25,1,0.099940070129999989,-0.069813170079773196,0.067667753390961066
26,1,0.099940070129999989,-0.072605696882964102,0.065897679224131395
27,1,0.099940070129999989,-0.075398223686155036,0.065803275268566955
28,1,0.099940070129999989,-0.078190750489345998,0.062876752646076076
29,1,0.099942662709999977,-0.080983277292536945,0.062829550668293696
30,1,0.099942662709999977,-0.083775804095727879,0.061767506168196006
31,1,0.099942662709999977,-0.086568330898918758,0.062145121990452711
32,1,0.099940070129999989,-0.089360857702109719,0.065661669335220829
33,1,0.099942662709999977,-0.092153384505300653,0.063702787257262861
34,1,0.099942662709999977,-0.094945911308491601,0.060634658701425072
35,1,0.099940070129999989,-0.097738438111682563,0.064741230768469521
36,1,0.099940070129999989,-0.10053096491487352,0.062168722979343949
36,1,0.099942662709999977,-0.10332349171806436,0.059950230023584183
35,1,0.099942662709999977,-0.10332349171806436,0.061909112101542041
34,1,0.099942662709999977,-0.10053096491487352,0.10009551212727899
33,1,0.099942662709999977,-0.097738438111682563,0.11649819940656667
32,1,0.099941366419999983,-0.094945911308491601,0.11994394378466126
31,1,0.099941366419999983,-0.092153384505300653,0.12270525948491569
30,1,0.099942662709999977,-0.089360857702109719,0.13228726097468632
29,1,0.099942662709999977,-0.086568330898918758,0.13580380831945457
28,1,0.099942662709999977,-0.083775804095727879,0.13386852723038736
27,1,0.099941366419999983,-0.080983277292536945,0.13434054700820897
26,1,0.099942662709999977,-0.078190750489345998,0.14120843477550712
25,1,0.099941366419999983,-0.075398223686155036,0.14297850894233716
24,1,0.099941366419999983,-0.072605696882964102,0.14663666222045141
23,1,0.099943958999999985,-0.069813170079773196,0.14715588397605478
22,1,0.099941366419999983,-0.067020643276582276,0.14701427804270878
21,1,0.099941366419999983,-0.064228116473391328,0.1487843522095379
20,1,0.099941366419999983,-0.061435589670200373,0.14996440165409122
19,1,0.099942662709999977,-0.058643062867009467,0.15022401253189305
18,1,0.099943958999999985,-0.055850536063818547,0.1477931106761135
17,1,0.099943958999999985,-0.053058009260627634,0.14569262266480917
16,1,0.099943958999999985,-0.050265482457436686,0.15175807680981185
15,1,0.099943958999999985,-0.04747295565424578,0.1497283917651806
14,1,0.099943958999999985,-0.044680428851054839,0.15593545184353014
13,1,0.099943958999999985,-0.041887902047863933,0.15440138756561078
12,1,0.099943958999999985,-0.039095375244672985,0.15350454998775062
11,1,0.099943958999999985,-0.036302848441482051,0.14991719967630929
10,1,0.099943958999999985,-0.033510321638291138,0.15680868843249898
9,1,0.099943958999999985,-0.030717794835100187,0.15258411142099895
8,1,0.099942662709999977,-0.027925268031909273,0.15109724912086209
7,1,0.099943958999999985,-0.025132741228718343,0.15142766296533719
6,1,0.099942662709999977,-0.022340214425527419,0.15520382118790685
5,1,0.099942662709999977,-0.019547687622336496,0.15685589041028114
4,1,0.099943958999999985,-0.016755160819145572,0.15510941723234256
3,1,0.099942662709999977,-0.013962634015954651,0.15860236358821964
2,1,0.099943958999999985,-0.011170107212763711,0.15772912699925037
1,1,0.099943958999999985,-0.0083775804095727879,0.15890917644380326
0,1,0.099941366419999983,-0.0055850536063818635,0.1585315606215465
-1,1,0.099942662709999977,-0.0027925268031909335,0.16216611291076982
-1,1,0.099942662709999977,-6.0715321659188248e-18,0.16931721254476131
-1,1,0.099943958999999985,0.0,0.16582426618888449
-2,1,0.099942662709999977,0.0,0.16686270970009126
-3,1,0.099945255289999993,-0.0027925268031909274,0.13497777370826708
-4,1,0.099943958999999985,-0.0055850536063818549,0.1221388357515301
-5,1,0.099942662709999977,-0.0083775804095727845,0.1151765440286672
-6,1,0.099942662709999977,-0.01117010721276371,0.10521692671663938
-7,1,0.099942662709999977,-0.013962634015954637,0.10155877343852482
-8,1,0.099943958999999985,-0.016755160819145569,0.097664610271499558
-9,1,0.099942662709999977,-0.019547687622336492,0.093322028315544439
-10,1,0.099942662709999977,-0.022340214425527419,0.090867525470874205
0,2,0.099943958999999985,-0.025132741228718343,0.086005721759315465
1,2,0.10993057716000006,-0.0027925268031909274,0.14890235715399322
2,2,0.10993446602999997,-0.0055850536063818549,0.12671742759639593
3,2,0.10993705860999996,-0.0083775804095727845,0.11744223896220878
4,2,0.10993835489999999,-0.01117010721276371,0.10899308493920942
5,2,0.10993705860999996,-0.013962634015954637,0.10542933561665897
6,2,0.10993705860999996,-0.016755160819145569,0.096980181593658676
7,2,0.10993705860999996,-0.019547687622336492,0.093912053037821117
8,2,0.10993965118999997,-0.022340214425527419,0.08810620977061992
9,2,0.10993835489999999,-0.025132741228718343,0.083551218914645481
10,2,0.10993835489999999,-0.027925268031909273,0.076541725214000142
11,2,0.10993835489999999,-0.030717794835100187,0.078382602347502592
12,2,0.10993835489999999,-0.033510321638291138,0.077060946969603555
13,2,0.10994094748000001,-0.036302848441482051,0.076069705436178706
14,2,0.10994094748000001,-0.039095375244672985,0.073379192702597934
15,2,0.10994094748000001,-0.041887902047863933,0.07396921742487414
16,2,0.10993965118999997,-0.044680428851054839,0.074582843136041965
17,2,0.10993965118999997,-0.04747295565424578,0.071467512602421984
18,2,0.10993965118999997,-0.050265482457436686,0.073898414458201195
19,2,0.10994094748000001,-0.053058009260627634,0.071514714580204169
20,2,0.10993965118999997,-0.055850536063818547,0.064434417912885775
21,2,0.10993965118999997,-0.058643062867009467,0.067431743502050515
22,2,0.10993965118999997,-0.061435589670200373,0.067313738557595176
23,2,0.10994094748000001,-0.064228116473391328,0.065449260435201301
24,2,0.10993965118999997,-0.067020643276582276,0.063443176379461258
25,2,0.10994224376999999,-0.069813170079773196,0.067077728668684611
26,2,0.10993965118999997,-0.072605696882964102,0.065520063401874246
27,2,0.10993965118999997,-0.075398223686155036,0.066180891090824451
28,2,0.10994094748000001,-0.078190750489345998,0.063277969457223901
29,2,0.10994094748000001,-0.080983277292536945,0.064363614946212719
30,2,0.10994094748000001,-0.083775804095727879,0.061201082434810483
31,2,0.10994224376999999,-0.086568330898918758,0.065992083179695821
32,2,0.10994094748000001,-0.089360857702109719,0.06582687625745845
33,2,0.10994094748000001,-0.092153384505300653,0.063773590223936139
34,2,0.10994094748000001,-0.094945911308491601,0.06042224980140519
35,2,0.10994094748000001,-0.097738438111682563,0.063608383301698768
36,2,0.10994224376999999,-0.10053096491487352,0.061366289357047764
36,2,0.10994224376999999,-0.10332349171806436,0.061248284412592537
35,2,0.10994094748000001,-0.10332349171806436,0.060941471557008575
34,2,0.10994094748000001,-0.10053096491487352,0.10257361596084055
33,2,0.10994094748000001,-0.097738438111682563,0.11687581522882358
32,2,0.10994094748000001,-0.094945911308491601,0.12272886047380682
31,2,0.10994094748000001,-0.092153384505300653,0.12796828000762223
30,2,0.10994094748000001,-0.089360857702109719,0.13268847778583448
29,2,0.10994354005999998,-0.086568330898918758,0.13467096085268371
28,2,0.10994354005999998,-0.083775804095727879,0.13280648273028969
27,2,0.10994256784249998,-0.080983277292536945,0.13573300535278138
26,2,0.10994354005999998,-0.078190750489345998,0.14503179497585944
25,2,0.10994354005999998,-0.075398223686155036,0.14380454355352429
24,2,0.10994354005999998,-0.072605696882964102,0.1468490711204713
23,2,0.10994094748000001,-0.069813170079773196,0.14781671166500451
22,2,0.10994354005999998,-0.067020643276582276,0.14628264738708605
21,2,0.10994354005999998,-0.064228116473391328,0.15102644615418925
20,2,0.10994224376999999,-0.061435589670200373,0.15211209164317779
19,2,0.10994483634999999,-0.058643062867009467,0.15145126395422831
18,2,0.10994224376999999,-0.055850536063818547,0.14722668694272842
17,2,0.10994224376999999,-0.053058009260627634,0.14762790375387613
16,2,0.10994354005999998,-0.050265482457436686,0.15107364813197105
15,2,0.10994483634999999,-0.04747295565424578,0.15381136284333433
14,2,0.10994224376999999,-0.044680428851054839,0.15553423503238137
13,2,0.10994224376999999,-0.041887902047863933,0.15548703305459929
12,2,0.10994224376999999,-0.039095375244672985,0.14935077594292365
11,2,0.10994224376999999,-0.036302848441482051,0.15062522934304096
10,2,0.10994483634999999,-0.033510321638291138,0.1559590528324207
9,2,0.10994224376999999,-0.030717794835100187,0.15449579152117496
8,2,0.10994483634999999,-0.027925268031909273,0.15265491438767248
7,2,0.10994483634999999,-0.025132741228718343,0.15366975690998788
6,2,0.10994354005999998,-0.022340214425527419,0.15409457471002694
5,2,0.10994354005999998,-0.019547687622336496,0.15515661921012472
4,2,0.10994354005999998,-0.016755160819145572,0.15435418558782885
3,2,0.10994483634999999,-0.013962634015954651,0.15621866371022242
2,2,0.10994483634999999,-0.011170107212763711,0.15725710722142908
1,2,0.10994354005999998,-0.0083775804095727879,0.15895637842158566
0,2,0.10994483634999999,-0.0055850536063818635,0.15905078237714973
-1,2,0.10994483634999999,-0.0027925268031909335,0.1652578424554991
-1,2,0.10994354005999998,-6.0715321659188248e-18,0.16893959672250417
-1,2,0.10994354005999998,0.0,0.16827876903355465
-2,2,0.10994613264,0.0,0.16827876903355471
-3,2,0.10994354005999998,-0.0027925268031909274,0.13540259150830664
-4,2,0.10994613264,-0.0055850536063818549,0.12301207234049952
-5,2,0.10994354005999998,-0.0083775804095727845,0.11708822412884304
-6,2,0.10994613264,-0.01117010721276371,0.10724661176127052
-7,2,0.10994354005999998,-0.013962634015954637,0.10193638926078211
-8,2,0.10994613264,-0.016755160819145569,0.096555363793619939
-9,2,0.10994613264,-0.019547687622336492,0.092802806559941151
-10,2,0.10994354005999998,-0.022340214425527419,0.088743436470678547
0,3,0.10994613264,-0.025132741228718343,0.085297692092583727
1,3,0.11993404709000006,-0.0027925268031909274,0.15555783602127266
2,3,0.11993793595999995,-0.0055850536063818549,0.1296439502188875
3,3,0.11993534338000003,-0.0083775804095727845,0.11899990422901904
4,3,0.11993923225,-0.01117010721276371,0.11062155317269222
5,3,0.11993793595999995,-0.013962634015954637,0.10276242387196907
6,3,0.11993923225,-0.016755160819145569,0.096130545993580743
7,3,0.11993923225,-0.019547687622336492,0.093510836226673041
8,3,0.11993923225,-0.022340214425527419,0.08871983548178751
9,3,0.11993923225,-0.025132741228718343,0.0834096129812988
10,3,0.11993923225,-0.027925268031909273,0.079067031025343446
11,3,0.11994052853999997,-0.030717794835100187,0.079987469592094657
12,3,0.11994052853999997,-0.033510321638291138,0.080034671569877036
13,3,0.11994182483000002,-0.036302848441482051,0.076164109391742812
14,3,0.11994312111999998,-0.039095375244672985,0.07394561643598313
15,3,0.11994052853999997,-0.041887902047863933,0.075338074780555805
16,3,0.11994312111999998,-0.044680428851054839,0.075054862913863082
17,3,0.11994312111999998,-0.04747295565424578,0.069461428546681872
18,3,0.11994312111999998,-0.050265482457436686,0.072977975891449984
19,3,0.11994312111999998,-0.053058009260627634,0.069673837446701414
20,3,0.11994312111999998,-0.055850536063818547,0.063655585279480689
21,3,0.11994312111999998,-0.058643062867009467,0.068234177124346623
22,3,0.11994312111999998,-0.061435589670200373,0.066723713835318749
23,3,0.11994052853999997,-0.064228116473391328,0.067101329657575648
24,3,0.11994182483000002,-0.067020643276582276,0.063631984290589583
25,3,0.11994182483000002,-0.069813170079773196,0.06537845746852812
26,3,0.11994312111999998,-0.072605696882964102,0.065921280213022654
27,3,0.11994182483000002,-0.075398223686155036,0.065213250546290638
28,3,0.11994182483000002,-0.078190750489345998,0.065708871313003098
29,3,0.11994182483000002,-0.080983277292536945,0.06507164461294461
30,3,0.11994312111999998,-0.083775804095727879,0.062003516057106578
31,3,0.11994441741000002,-0.086568330898918758,0.065826876257458103
32,3,0.11994441741000002,-0.089360857702109719,0.065826876257458436
33,3,0.11994441741000002,-0.092153384505300653,0.063136363523877442
34,3,0.11994182483000002,-0.094945911308491601,0.062971156601640044
35,3,0.11994182483000002,-0.097738438111682563,0.063844393190609097
36,3,0.11994182483000002,-0.10053096491487352,0.062097920012670907
36,3,0.11994182483000002,-0.10332349171806436,0.062121521001561916
35,3,0.11994441741000002,-0.10332349171806436,0.060280643868059182
34,3,0.11994441741000002,-0.10053096491487352,0.099151472571636534
33,3,0.11994441741000002,-0.097738438111682563,0.1128636471173429
32,3,0.11994441741000002,-0.094945911308491601,0.12228044168487646
31,3,0.11994441741000002,-0.092153384505300653,0.12650501869637626
30,3,0.11994441741000002,-0.089360857702109719,0.13205125108577589
29,3,0.11994441741000002,-0.086568330898918758,0.1342461430526444
28,3,0.11994312111999998,-0.083775804095727879,0.13450575393044623
27,3,0.11994571369999998,-0.080983277292536945,0.1364882369972952
26,3,0.11994571369999998,-0.078190750489345998,0.14278970103120861
25,3,0.11994571369999998,-0.075398223686155036,0.14302571092011918
24,3,0.11994571369999998,-0.072605696882964102,0.14347412970904949
23,3,0.11994571369999998,-0.069813170079773196,0.1455038147536809
22,3,0.11994571369999998,-0.067020643276582276,0.14729748990940111
21,3,0.11994441741000002,-0.064228116473391328,0.14909116506512196
20,3,0.11994571369999998,-0.061435589670200373,0.14975199275407175
19,3,0.11994571369999998,-0.058643062867009467,0.14819432748726169
18,3,0.11994571369999998,-0.055850536063818547,0.14616464244263017
17,3,0.11994571369999998,-0.053058009260627634,0.14524420387587916
16,3,0.11994441741000002,-0.050265482457436686,0.15499141228788754
15,3,0.11994441741000002,-0.04747295565424578,0.15364615592109684
14,3,0.11994441741000002,-0.044680428851054839,0.15659627953247976
13,3,0.11994441741000002,-0.041887902047863933,0.15584104788796571
12,3,0.11994441741000002,-0.039095375244672985,0.15095564318751584
11,3,0.11994441741000002,-0.036302848441482051,0.15180527878759378
10,3,0.11994700999000001,-0.033510321638291138,0.1553454271212531
9,3,0.11994700999000001,-0.030717794835100187,0.1529617272432561
8,3,0.11994700999000001,-0.027925268031909273,0.1531977371321665
7,3,0.11994441741000002,-0.025132741228718343,0.15034201747634818
6,3,0.11994700999000001,-0.022340214425527419,0.1524425054876524
5,3,0.11994700999000001,-0.019547687622336496,0.15289092427658277
4,3,0.11994700999000001,-0.016755160819145572,0.15536902811014439
3,3,0.11994700999000001,-0.013962634015954651,0.15614786074354944
2,3,0.11994700999000001,-0.011170107212763711,0.15584104788796541
1,3,0.11994441741000002,-0.0083775804095727879,0.15935759523273352
0,3,0.11994441741000002,-0.0055850536063818635,0.16044324072172195
-1,3,0.11994700999000001,-0.0027925268031909335,0.16162329016627522
-1,3,0.11994700999000001,-6.0715321659188248e-18,0.16957682342256292
-1,3,0.11994700999000001,0.0,0.17080407484489812
-2,3,0.11994700999000001,0.0,0.16957682342256306
-3,3,0.11994700999000001,-0.0027925268031909274,0.13561500040832614
-4,3,0.11994700999000001,-0.0055850536063818549,0.12230404267376774
-5,3,0.11994700999000001,-0.0083775804095727845,0.11524734699534016
-6,3,0.11994441741000002,-0.01117010721276371,0.10837945922804131
-7,3,0.11994700999000001,-0.013962634015954637,0.10375366540539369
-8,3,0.11994700999000001,-0.016755160819145569,0.09561132423797758
-9,3,0.11994700999000001,-0.019547687622336492,0.093581639193346236
-10,3,0.11994571369999998,-0.022340214425527419,0.091386747226477591
0,4,0.11994571369999998,-0.025132741228718343,0.08480207132587135
1,4,0.12992455412000001,-0.0027925268031909274,0.15395296877668038
2,4,0.12992844299,-0.0055850536063818549,0.1299035610966893
3,4,0.12992844299,-0.0083775804095727845,0.12065197345139315
4,4,0.12992973928000004,-0.01117010721276371,0.10953590768370328
5,4,0.12992973928000004,-0.013962634015954637,0.10448529606101649
6,4,0.12992973928000004,-0.016755160819145569,0.096932979615876852
7,4,0.12992973928000004,-0.019547687622336492,0.091905968982080741
8,4,0.12993233186000003,-0.022340214425527419,0.089569471081865762
9,4,0.12993103557000002,-0.025132741228718343,0.085250490114801653
10,4,0.12993362815000001,-0.027925268031909273,0.078831021136432783
11,4,0.12993362815000001,-0.030717794835100187,0.080081873547658972
12,4,0.12993362815000001,-0.033510321638291138,0.07909063201423458
13,4,0.12993362815000001,-0.036302848441482051,0.076022503458396673
14,4,0.12993362815000001,-0.039095375244672985,0.074606444124933224
15,4,0.12993103557000002,-0.041887902047863933,0.074630045113824234
16,4,0.12993103557000002,-0.044680428851054839,0.074040020391547445
17,4,0.12993233186000003,-0.04747295565424578,0.069791842391156628
18,4,0.12993362815000001,-0.050265482457436686,0.073261187758142693
19,4,0.12993362815000001,-0.053058009260627634,0.070499872057888435
20,4,0.12993233186000003,-0.055850536063818547,0.064576023846231914
21,4,0.12993233186000003,-0.058643062867009467,0.066393299990843743
22,4,0.12993233186000003,-0.061435589670200373,0.067195733613139727
23,4,0.12993233186000003,-0.064228116473391328,0.067785758335416418
24,4,0.12993233186000003,-0.067020643276582276,0.065071644612944277
25,4,0.12993492444000004,-0.069813170079773196,0.065803275268566955
26,4,0.12993233186000003,-0.072605696882964102,0.06242833385714576
27,4,0.12993233186000003,-0.075398223686155036,0.064410816923994627
28,4,0.12993233186000003,-0.078190750489345998,0.064056802090628862
29,4,0.12993233186000003,-0.080983277292536945,0.06540205845741924
30,4,0.12993233186000003,-0.083775804095727879,0.059265801345743649
31,4,0.12993233186000003,-0.086568330898918758,0.063183565501659822
32,4,0.12993362815000001,-0.089360857702109719,0.06523685153518187
33,4,0.12993233186000003,-0.092153384505300653,0.062286727923799287
34,4,0.12993362815000001,-0.094945911308491601,0.062027117045997705
35,4,0.12993233186000003,-0.097738438111682563,0.063419575390570249
36,4,0.12993362815000001,-0.10053096491487352,0.065166048568508578
36,4,0.12993233186000003,-0.10332349171806436,0.060823466612553459
35,4,0.12993103557000002,-0.10332349171806436,0.060540254745860625
34,4,0.12993233186000003,-0.10053096491487352,0.099741497293913101
33,4,0.12993233186000003,-0.097738438111682563,0.11461012029528177
32,4,0.12993103557000002,-0.094945911308491601,0.1197079338957507
31,4,0.12993233186000003,-0.092153384505300653,0.12393251090725096
30,4,0.12993362815000001,-0.089360857702109719,0.13058798977452984
29,4,0.12993362815000001,-0.086568330898918758,0.13575660634167239
28,4,0.12993233186000003,-0.083775804095727879,0.13167363526351897
27,4,0.12993492444000004,-0.080983277292536945,0.13537899051941538
26,4,0.12993362815000001,-0.078190750489345998,0.14274249905342662
25,4,0.12993492444000004,-0.075398223686155036,0.14295490795344612
24,4,0.12993362815000001,-0.072605696882964102,0.1464950562871053
23,4,0.12993622073000002,-0.069813170079773196,0.14743909584274781
22,4,0.12993362815000001,-0.067020643276582276,0.14540941079811634
21,4,0.12993362815000001,-0.064228116473391328,0.15192328373204952
20,4,0.12993622073000002,-0.061435589670200373,0.15211209164317802
